#,weapon_type,firearm_caliber,weapon_description,trr_report_id
5955,"MOUTH (SPIT,BITE,ETC)",,,516749
5956,HANDS/FISTS,,,516817
5957,HANDS/FISTS,,,516817
5958,HANDS/FISTS,,,516817
5959,HANDS/FISTS,,,516817
5960,OTHER (SPECIFY),,,516817
5961,HANDS/FISTS,,,516818
5962,HANDS/FISTS,,,516818
5963,HANDS/FISTS,,,516818
5964,OTHER (SPECIFY),,,516818
5965,HANDS/FISTS,,,516872
5966,HANDS/FISTS,,,516872
5967,HANDS/FISTS,,,516872
5968,OTHER (SPECIFY),,,516872
5969,HANDS/FISTS,,,516872
5970,HANDS/FISTS,,,516878
5971,FEET,,,516878
5972,FIREARM - SEMI-AUTOMATIC,,,517094
5973,"MOUTH (SPIT,BITE,ETC)",,,517094
5974,FIREARM - SEMI-AUTOMATIC,,,517112
5975,"MOUTH (SPIT,BITE,ETC)",,,517112
5976,HANDS/FISTS,,,517456
5977,HANDS/FISTS,,,517564
5978,HANDS/FISTS,,,517564
5979,FEET,,,518003
5980,HANDS/FISTS,,,518003
5981,HANDS/FISTS,,,518046
5982,HANDS/FISTS,,,518046
5983,FEET,,,518046
5984,HANDS/FISTS,,,518649
5985,HANDS/FISTS,,,518649
5986,"MOUTH (SPIT,BITE,ETC)",,,518902
5987,FEET,,,519081
5988,HANDS/FISTS,,,519158
5989,HANDS/FISTS,,,519585
5990,HANDS/FISTS,,,519585
5991,HANDS/FISTS,,,519585
5992,HANDS/FISTS,,,519611
5993,HANDS/FISTS,,,519611
5994,HANDS/FISTS,,,519611
5995,FIREARM - SEMI-AUTOMATIC,,,519630
5996,HANDS/FISTS,,,520399
5997,HANDS/FISTS,,,520451
5998,HANDS/FISTS,,,520834
5999,FEET,,,520834
6000,HANDS/FISTS,,,520834
6001,HANDS/FISTS,,,521217
6002,HANDS/FISTS,,,521217
6003,HANDS/FISTS,,,521293
6004,VEHICLE,,,521305
6005,VEHICLE,,,521307
6006,HANDS/FISTS,,,521343
6007,HANDS/FISTS,,,521382
6008,"MOUTH (SPIT,BITE,ETC)",,,521382
6009,HANDS/FISTS,,,521382
6010,HANDS/FISTS,,,521382
6011,HANDS/FISTS,,,521400
6012,HANDS/FISTS,,,521400
6013,KNIFE/OTHER CUTTING INSTRUMENT,,,521434
6014,KNIFE/OTHER CUTTING INSTRUMENT,,,521436
6015,KNIFE/OTHER CUTTING INSTRUMENT,,,521445
6016,KNIFE/OTHER CUTTING INSTRUMENT,,,521461
6017,FEET,,,522406
6018,FEET,,,522618
6019,HANDS/FISTS,,,522624
6020,HANDS/FISTS,,,522624
6021,FEET,,,522624
6022,HANDS/FISTS,,,522624
6023,HANDS/FISTS,,,522624
6024,"MOUTH (SPIT,BITE,ETC)",,,522988
6025,"MOUTH (SPIT,BITE,ETC)",,,523024
6026,"MOUTH (SPIT,BITE,ETC)",,,523267
6027,"MOUTH (SPIT,BITE,ETC)",,,523320
6028,HANDS/FISTS,,,523548
6029,HANDS/FISTS,,,523548
6030,FEET,,,524710
6031,FEET,,,525585
6032,"MOUTH (SPIT,BITE,ETC)",,,526473
6033,"MOUTH (SPIT,BITE,ETC)",,,526475
6034,VEHICLE,,,527531
6035,VEHICLE,,,527533
6036,FIREARM - SEMI-AUTOMATIC,,,528195
6037,FEET,,,528601
6038,HANDS/FISTS,,,528601
6039,FEET,,,528606
6040,HANDS/FISTS,,,528606
6041,FEET,,,528608
6042,HANDS/FISTS,,,528608
6043,HANDS/FISTS,,,529174
6044,FIREARM - SEMI-AUTOMATIC,,,529182
6045,FIREARM - SEMI-AUTOMATIC,,,529261
6046,FIREARM - SEMI-AUTOMATIC,,,529267
6047,FIREARM - SEMI-AUTOMATIC,,,529290
6048,FIREARM - SEMI-AUTOMATIC,,,529342
6049,HANDS/FISTS,,,530072
6050,HANDS/FISTS,,,531162
6051,KNIFE/OTHER CUTTING INSTRUMENT,,,531523
6052,VEHICLE,,,531840
6053,HANDS/FISTS,,,531871
6054,FIREARM - SEMI-AUTOMATIC,,,533307
6055,HANDS/FISTS,,,533945
6056,HANDS/FISTS,,,533945
6057,HANDS/FISTS,,,533976
6058,HANDS/FISTS,,,534026
6059,HANDS/FISTS,,,534026
6060,HANDS/FISTS,,,534026
6061,BLUNT INSTRUMENT,,,534118
6062,HANDS/FISTS,,,534118
6063,FIREARM - REVOLVER,,,534119
6064,BLUNT INSTRUMENT,,,534140
6065,HANDS/FISTS,,,534140
6066,HANDS/FISTS,,,534197
6067,"MOUTH (SPIT,BITE,ETC)",,,534197
6068,HANDS/FISTS,,,534219
6069,"MOUTH (SPIT,BITE,ETC)",,,534219
6070,FIREARM - SEMI-AUTOMATIC,,,534977
6071,FEET,,,535227
6072,HANDS/FISTS,,,535227
6073,FIREARM - SEMI-AUTOMATIC,,,535231
6074,FEET,,,535253
6075,FEET,,,535272
6076,FIREARM - SEMI-AUTOMATIC,,,535306
6077,HANDS/FISTS,,,535331
6078,"MOUTH (SPIT,BITE,ETC)",,,535333
6079,FIREARM - SEMI-AUTOMATIC,,,535363
6080,"MOUTH (SPIT,BITE,ETC)",,,535389
6081,FIREARM - SEMI-AUTOMATIC,,,535417
6082,FIREARM - SEMI-AUTOMATIC,,,535431
6083,FIREARM - SEMI-AUTOMATIC,,,535440
6084,FIREARM - SEMI-AUTOMATIC,,,535457
6085,FIREARM - SEMI-AUTOMATIC,,,535461
6086,OTHER (SPECIFY),,BLACK NIKE AIR MAX SHOE,535463
6087,FIREARM - SEMI-AUTOMATIC,,,535480
6088,HANDS/FISTS,,,535860
6089,HANDS/FISTS,,,535860
6090,"MOUTH (SPIT,BITE,ETC)",,,536135
6091,HANDS/FISTS,,,536509
6092,HANDS/FISTS,,,536516
6093,HANDS/FISTS,,,536516
6094,"MOUTH (SPIT,BITE,ETC)",,,536567
6095,HANDS/FISTS,,,536576
6096,OTHER (SPECIFY),,,536662
6097,HANDS/FISTS,,,536662
6098,FEET,,,536771
6099,"MOUTH (SPIT,BITE,ETC)",,,536771
6100,HANDS/FISTS,,,537224
6101,HANDS/FISTS,,,537224
6102,OTHER (SPECIFY),,,537300
6103,OTHER (SPECIFY),,,537318
6104,FEET,,,537354
6105,HANDS/FISTS,,,537354
6106,FIREARM - SEMI-AUTOMATIC,,,537434
6107,HANDS/FISTS,,,537514
6108,FIREARM - SEMI-AUTOMATIC,,,537526
6109,HANDS/FISTS,,,537571
6110,HANDS/FISTS,,,537571
6111,HANDS/FISTS,,,537589
6112,HANDS/FISTS,,,537589
6113,HANDS/FISTS,,,537622
6114,HANDS/FISTS,,,537622
6115,"MOUTH (SPIT,BITE,ETC)",,,537745
6116,KNIFE/OTHER CUTTING INSTRUMENT,,,537902
6117,HANDS/FISTS,,,538195
6118,HANDS/FISTS,,,538202
6119,OTHER (SPECIFY),,,538202
6120,HANDS/FISTS,,,538202
6121,HANDS/FISTS,,,538276
6122,HANDS/FISTS,,,538276
6123,OTHER (SPECIFY),,,538276
6124,HANDS/FISTS,,,538402
6125,BLUNT INSTRUMENT,,,538417
6126,OTHER (SPECIFY),,,538464
6127,BLUNT INSTRUMENT,,,538477
6128,VEHICLE,,,539230
6129,HANDS/FISTS,,,539413
6130,HANDS/FISTS,,,539460
6131,HANDS/FISTS,,,539460
6132,HANDS/FISTS,,,539491
6133,HANDS/FISTS,,,539531
6134,FIREARM - SEMI-AUTOMATIC,,,539597
6135,FIREARM - SEMI-AUTOMATIC,,,540225
6136,"MOUTH (SPIT,BITE,ETC)",,,540225
6137,KNIFE/OTHER CUTTING INSTRUMENT,,,541232
6138,FIREARM - SEMI-AUTOMATIC,,,541527
6139,FIREARM - SEMI-AUTOMATIC,,,541543
6140,HANDS/FISTS,,,542389
6141,HANDS/FISTS,,,542696
6142,HANDS/FISTS,,,542696
6143,HANDS/FISTS,,,542696
6144,OTHER (SPECIFY),,,542696
6145,HANDS/FISTS,,,542696
6146,"MOUTH (SPIT,BITE,ETC)",,,543240
6147,"MOUTH (SPIT,BITE,ETC)",,,544052
6148,HANDS/FISTS,,,544108
6149,OTHER (SPECIFY),,,544169
6150,FIREARM - SEMI-AUTOMATIC,,,545074
6151,FIREARM - SEMI-AUTOMATIC,,,545075
6152,HANDS/FISTS,,,545171
6153,HANDS/FISTS,,,545171
6154,HANDS/FISTS,,,545171
6155,HANDS/FISTS,,,545177
6156,HANDS/FISTS,,,545177
6157,HANDS/FISTS,,,545177
6158,FIREARM - REVOLVER,,,545583
6159,HANDS/FISTS,,,545960
6160,HANDS/FISTS,,,545960
6161,HANDS/FISTS,,,546291
6162,HANDS/FISTS,,,546291
6163,HANDS/FISTS,,,546291
6164,HANDS/FISTS,,,546313
6165,FEET,,,546313
6166,HANDS/FISTS,,,546313
6167,HANDS/FISTS,,,546314
6168,FEET,,,546314
6169,HANDS/FISTS,,,546314
6170,HANDS/FISTS,,,546315
6171,FEET,,,546315
6172,HANDS/FISTS,,,546315
6173,HANDS/FISTS,,,546503
6174,HANDS/FISTS,,,546503
6175,HANDS/FISTS,,,546512
6176,HANDS/FISTS,,,546512
6177,HANDS/FISTS,,,546512
6178,FIREARM - SEMI-AUTOMATIC,,,547133
6179,HANDS/FISTS,,,547987
6180,HANDS/FISTS,,,547987
6181,HANDS/FISTS,,,547987
6182,FEET,,,548444
6183,"MOUTH (SPIT,BITE,ETC)",,,548444
6184,OTHER (SPECIFY),,,548444
6185,FEET,,,549113
6186,HANDS/FISTS,,,549143
6187,FIREARM - SEMI-AUTOMATIC,,,549838
6188,FIREARM - SEMI-AUTOMATIC,,,549841
6189,FIREARM - SEMI-AUTOMATIC,,,549851
6190,FEET,,,549851
6191,HANDS/FISTS,,,549851
6192,OTHER (SPECIFY),,,549851
6193,HANDS/FISTS,,,549933
6194,"MOUTH (SPIT,BITE,ETC)",,,549940
6195,"MOUTH (SPIT,BITE,ETC)",,,549950
6196,HANDS/FISTS,,,549950
6197,FIREARM - SEMI-AUTOMATIC,,,550598
6198,FEET,,,551031
6199,"MOUTH (SPIT,BITE,ETC)",,,551031
6200,HANDS/FISTS,,,551031
6201,HANDS/FISTS,,,551031
6202,HANDS/FISTS,,,551031
6203,OTHER (SPECIFY),,,551294
6204,FEET,,,551294
6205,HANDS/FISTS,,,551966
6206,"MOUTH (SPIT,BITE,ETC)",,,551966
6207,HANDS/FISTS,,,551966
6208,FEET,,,551966
6209,OTHER (SPECIFY),,BRASS KNUCKLES AND KNIFE,551990
6210,HANDS/FISTS,,,552414
6211,FIREARM - SEMI-AUTOMATIC,,,552895
6212,HANDS/FISTS,,,554696
6213,HANDS/FISTS,,,554701
6214,HANDS/FISTS,,,555429
6215,FIREARM - SEMI-AUTOMATIC,,,555904
6216,FIREARM - SEMI-AUTOMATIC,,,555911
6217,HANDS/FISTS,,,556247
6218,HANDS/FISTS,,,556340
6219,OTHER (SPECIFY),,BROKEN PIECE OF GLASS,556428
6220,OTHER (SPECIFY),,BROKEN PIECE OF GLASS,556429
6221,FIREARM - SEMI-AUTOMATIC,,,556989
6222,HANDS/FISTS,,,557154
6223,HANDS/FISTS,,,557237
6224,HANDS/FISTS,,,557250
6225,HANDS/FISTS,,,557262
6226,HANDS/FISTS,,,557262
6227,"MOUTH (SPIT,BITE,ETC)",,,557782
6228,HANDS/FISTS,,,557782
6229,HANDS/FISTS,,,557926
6230,HANDS/FISTS,,,558325
6231,HANDS/FISTS,,,558325
6232,HANDS/FISTS,,,558328
6233,HANDS/FISTS,,,558468
6234,HANDS/FISTS,,,558468
6235,HANDS/FISTS,,,558468
6236,HANDS/FISTS,,,558580
6237,HANDS/FISTS,,,558580
6238,HANDS/FISTS,,,558580
6239,BLUNT INSTRUMENT,,,558875
6240,BLUNT INSTRUMENT,,,558876
6241,HANDS/FISTS,,,560097
6242,HANDS/FISTS,,,560097
6243,HANDS/FISTS,,,560106
6244,HANDS/FISTS,,,560106
6245,HANDS/FISTS,,,560128
6246,HANDS/FISTS,,,560552
6247,HANDS/FISTS,,,560552
6248,FIREARM - SEMI-AUTOMATIC,,,561253
6249,"MOUTH (SPIT,BITE,ETC)",,,561579
6250,HANDS/FISTS,,,561579
6251,OTHER (SPECIFY),,,561579
6252,"MOUTH (SPIT,BITE,ETC)",,,561917
6253,FEET,,,561944
6254,HANDS/FISTS,,,561965
6255,OTHER (SPECIFY),,,561965
6256,HANDS/FISTS,,,562004
6257,FEET,,,562004
6258,HANDS/FISTS,,,562398
6259,"MOUTH (SPIT,BITE,ETC)",,,562735
6260,HANDS/FISTS,,,562735
6261,HANDS/FISTS,,,562759
6262,HANDS/FISTS,,,562913
6263,HANDS/FISTS,,,562913
6264,"MOUTH (SPIT,BITE,ETC)",,,562913
6265,HANDS/FISTS,,,562913
6266,HANDS/FISTS,,,562916
6267,HANDS/FISTS,,,562916
6268,HANDS/FISTS,,,562916
6269,"MOUTH (SPIT,BITE,ETC)",,,562916
6270,HANDS/FISTS,,,562916
6271,FEET,,,563284
6272,"MOUTH (SPIT,BITE,ETC)",,,563284
6273,HANDS/FISTS,,,563284
6274,HANDS/FISTS,,,563284
6275,"MOUTH (SPIT,BITE,ETC)",,,563388
6276,HANDS/FISTS,,,563388
6277,OTHER (SPECIFY),,,563388
6278,HANDS/FISTS,,,563449
6279,HANDS/FISTS,,,563464
6280,OTHER (SPECIFY),,BEADED CHAIN,563475
6281,HANDS/FISTS,,,563477
6282,HANDS/FISTS,,,563477
6283,HANDS/FISTS,,,563517
6284,HANDS/FISTS,,,563670
6285,FEET,,,563670
6286,HANDS/FISTS,,,563670
6287,HANDS/FISTS,,,563670
6288,HANDS/FISTS,,,563670
6289,HANDS/FISTS,,,564521
6290,HANDS/FISTS,,,564521
6291,HANDS/FISTS,,,564521
6292,"MOUTH (SPIT,BITE,ETC)",,,564589
6293,"MOUTH (SPIT,BITE,ETC)",,,564641
6294,HANDS/FISTS,,,564641
6295,FIREARM - SEMI-AUTOMATIC,,,565264
6296,FIREARM - SEMI-AUTOMATIC,,,565303
6297,FIREARM - SEMI-AUTOMATIC,,,565443
6298,FEET,,,565443
6299,HANDS/FISTS,,,565443
6300,HANDS/FISTS,,,565443
6301,FIREARM - SEMI-AUTOMATIC,,,565444
6302,HANDS/FISTS,,,565444
6303,HANDS/FISTS,,,565444
6304,HANDS/FISTS,,,565444
6305,FEET,,,565505
6306,FIREARM - SEMI-AUTOMATIC,,,565753
6307,HANDS/FISTS,,,565753
6308,HANDS/FISTS,,,565753
6309,HANDS/FISTS,,,566384
6310,KNIFE/OTHER CUTTING INSTRUMENT,,,567525
6311,CHEMICAL WEAPON,,,567537
6312,FIREARM - SEMI-AUTOMATIC,,,567810
6313,FIREARM - SEMI-AUTOMATIC,,,567813
6314,OTHER (SPECIFY),,,568036
6315,"MOUTH (SPIT,BITE,ETC)",,,568165
6316,"MOUTH (SPIT,BITE,ETC)",,,568570
6317,HANDS/FISTS,,,569450
6318,FIREARM - REVOLVER,,,569507
6319,FIREARM - REVOLVER,,,569540
6320,FIREARM - REVOLVER,,,569542
6321,FIREARM - REVOLVER,,,569552
6322,VEHICLE,,,569947
6323,HANDS/FISTS,,,570454
6324,KNIFE/OTHER CUTTING INSTRUMENT,,,570565
6325,HANDS/FISTS,,,571066
6326,OTHER (SPECIFY),,,571066
6327,HANDS/FISTS,,,571068
6328,HANDS/FISTS,,,571068
6329,"MOUTH (SPIT,BITE,ETC)",,,571331
6330,HANDS/FISTS,,,571331
6331,"MOUTH (SPIT,BITE,ETC)",,,571408
6332,OTHER (SPECIFY),,,571584
6333,FIREARM - REVOLVER,,,572333
6334,FIREARM - REVOLVER,,,572341
6335,HANDS/FISTS,,,572447
6336,FIREARM - SEMI-AUTOMATIC,,,572494
6337,HANDS/FISTS,,,572575
6338,FEET,,,572575
6339,HANDS/FISTS,,,572575
6340,HANDS/FISTS,,,572575
6341,FIREARM - SEMI-AUTOMATIC,,,572606
6342,FEET,,,572657
6343,BLUNT INSTRUMENT,,,572672
6344,HANDS/FISTS,,,572672
6345,HANDS/FISTS,,,572672
6346,FIREARM - SEMI-AUTOMATIC,,,572692
6347,BLUNT INSTRUMENT,,,572733
6348,HANDS/FISTS,,,572733
6349,"MOUTH (SPIT,BITE,ETC)",,,572733
6350,HANDS/FISTS,,,572733
6351,FIREARM - SEMI-AUTOMATIC,,,572743
6352,"MOUTH (SPIT,BITE,ETC)",,,572760
6353,HANDS/FISTS,,,572777
6354,HANDS/FISTS,,,572777
6355,HANDS/FISTS,,,572777
6356,FEET,,,572794
6357,FIREARM - SEMI-AUTOMATIC,,,573382
6358,FIREARM - SEMI-AUTOMATIC,,,573412
6359,FIREARM - SEMI-AUTOMATIC,,,573416
6360,HANDS/FISTS,,,573454
6361,FIREARM - SEMI-AUTOMATIC,,,573492
6362,FIREARM - SEMI-AUTOMATIC,,,573510
6363,OTHER (SPECIFY),,,573707
6364,OTHER (SPECIFY),,,575304
6365,HANDS/FISTS,,,575304
6366,HANDS/FISTS,,,575304
6367,HANDS/FISTS,,,575304
6368,HANDS/FISTS,,,575325
6369,HANDS/FISTS,,,575325
6370,HANDS/FISTS,,,575325
6371,OTHER (SPECIFY),,,575325
6372,FIREARM - SEMI-AUTOMATIC,,,575345
6373,FIREARM - SEMI-AUTOMATIC,,,575352
6374,HANDS/FISTS,,,575433
6375,HANDS/FISTS,,,575672
6376,HANDS/FISTS,,,575875
6377,HANDS/FISTS,,,575875
6378,HANDS/FISTS,,,575875
6379,FEET,,,576053
6380,HANDS/FISTS,,,576229
6381,HANDS/FISTS,,,576229
6382,HANDS/FISTS,,,576229
6383,FIREARM - SEMI-AUTOMATIC,,,576256
6384,HANDS/FISTS,,,576932
6385,HANDS/FISTS,,,577432
6386,FEET,,,577432
6387,HANDS/FISTS,,,577432
6388,"MOUTH (SPIT,BITE,ETC)",,,577432
6389,FIREARM - SEMI-AUTOMATIC,,,577559
6390,HANDS/FISTS,,,577559
6391,HANDS/FISTS,,,577559
6392,FIREARM - SEMI-AUTOMATIC,,,577604
6393,HANDS/FISTS,,,577612
6394,FIREARM - SEMI-AUTOMATIC,,,577634
6395,FIREARM - SEMI-AUTOMATIC,,,577635
6396,FIREARM - SEMI-AUTOMATIC,,,577637
6397,FEET,,,577777
6398,HANDS/FISTS,,,577981
6399,HANDS/FISTS,,,578076
6400,HANDS/FISTS,,,578589
6401,HANDS/FISTS,,,578589
6402,HANDS/FISTS,,,578618
6403,HANDS/FISTS,,,578624
6404,BLUNT INSTRUMENT,,,579111
6405,FIREARM - SEMI-AUTOMATIC,,,579243
6406,FEET,,,579335
6407,FIREARM - SEMI-AUTOMATIC,,,579340
6408,FIREARM - SEMI-AUTOMATIC,,,579382
6409,HANDS/FISTS,,,579382
6410,HANDS/FISTS,,,579582
6411,HANDS/FISTS,,,579582
6412,HANDS/FISTS,,,579595
6413,HANDS/FISTS,,,579781
6414,HANDS/FISTS,,,579783
6415,FIREARM - SEMI-AUTOMATIC,,,579784
6416,FEET,,,579791
6417,FIREARM - SEMI-AUTOMATIC,,,579792
6418,HANDS/FISTS,,,579928
6419,"MOUTH (SPIT,BITE,ETC)",,,579928
6420,FIREARM - SEMI-AUTOMATIC,,,580609
6421,FIREARM - SEMI-AUTOMATIC,,,580619
6422,VEHICLE,,,580713
6423,OTHER (SPECIFY),,,581398
6424,HANDS/FISTS,,,581520
6425,HANDS/FISTS,,,581757
6426,HANDS/FISTS,,,581757
6427,FIREARM - SEMI-AUTOMATIC,,,582624
6428,FIREARM - SEMI-AUTOMATIC,,,582626
6429,FIREARM - SEMI-AUTOMATIC,,,582629
6430,OTHER (SPECIFY),,,582665
6431,HANDS/FISTS,,,582828
6432,FIREARM - SEMI-AUTOMATIC,,,583253
6433,FIREARM - SEMI-AUTOMATIC,,,583259
6434,HANDS/FISTS,,,583259
6435,HANDS/FISTS,,,583259
6436,HANDS/FISTS,,,583259
6437,FIREARM - SEMI-AUTOMATIC,,,583269
6438,HANDS/FISTS,,,583319
6439,HANDS/FISTS,,,583319
6440,HANDS/FISTS,,,583370
6441,HANDS/FISTS,,,583482
6442,HANDS/FISTS,,,583488
6443,HANDS/FISTS,,,583493
6444,HANDS/FISTS,,,583540
6445,HANDS/FISTS,,,583540
6446,HANDS/FISTS,,,583540
6447,HANDS/FISTS,,,583540
6448,HANDS/FISTS,,,583937
6449,"MOUTH (SPIT,BITE,ETC)",,,584105
6450,HANDS/FISTS,,,584294
6451,HANDS/FISTS,,,584871
6452,HANDS/FISTS,,,584871
6453,FEET,,,585090
6454,OTHER (SPECIFY),,,585090
6455,HANDS/FISTS,,,585099
6456,HANDS/FISTS,,,585372
6457,HANDS/FISTS,,,585372
6458,HANDS/FISTS,,,585380
6459,OTHER (SPECIFY),,,585715
6460,HANDS/FISTS,,,586349
6461,HANDS/FISTS,,,586443
6462,HANDS/FISTS,,,586443
6463,FEET,,,586443
6464,HANDS/FISTS,,,586443
6465,HANDS/FISTS,,,586489
6466,HANDS/FISTS,,,586489
6467,HANDS/FISTS,,,586489
6468,FEET,,,586489
6469,HANDS/FISTS,,,586983
6470,HANDS/FISTS,,,587178
6471,HANDS/FISTS,,,587178
6472,HANDS/FISTS,,,587182
6473,HANDS/FISTS,,,587182
6474,HANDS/FISTS,,,587498
6475,HANDS/FISTS,,,587500
6476,HANDS/FISTS,,,587501
6477,HANDS/FISTS,,,587504
6478,FEET,,,587539
6479,OTHER (SPECIFY),,,589063
6480,"MOUTH (SPIT,BITE,ETC)",,,589063
6481,"MOUTH (SPIT,BITE,ETC)",,,589100
6482,FIREARM - SEMI-AUTOMATIC,,,589253
6483,HANDS/FISTS,,,589518
6484,HANDS/FISTS,,,589518
6485,"MOUTH (SPIT,BITE,ETC)",,,589518
6486,HANDS/FISTS,,,589518
6487,HANDS/FISTS,,,589538
6488,HANDS/FISTS,,,589543
6489,HANDS/FISTS,,,589543
6490,HANDS/FISTS,,,589543
6491,HANDS/FISTS,,,589544
6492,HANDS/FISTS,,,589544
6493,HANDS/FISTS,,,589693
6494,KNIFE/OTHER CUTTING INSTRUMENT,,,589891
6495,HANDS/FISTS,,,590332
6496,OTHER (SPECIFY),,,590332
6497,"MOUTH (SPIT,BITE,ETC)",,,590646
6498,HANDS/FISTS,,,592008
6499,HANDS/FISTS,,,592008
6500,FEET,,,592008
6501,HANDS/FISTS,,,592008
6502,HANDS/FISTS,,,592797
6503,HANDS/FISTS,,,593496
6504,FEET,,,593735
6505,HANDS/FISTS,,,593735
6506,HANDS/FISTS,,,593735
6507,OTHER (SPECIFY),,,593735
6508,HANDS/FISTS,,,593768
6509,FEET,,,593768
6510,HANDS/FISTS,,,593768
6511,OTHER (SPECIFY),,,593768
6512,FEET,,,593781
6513,HANDS/FISTS,,,593781
6514,HANDS/FISTS,,,593781
6515,OTHER (SPECIFY),,,593781
6516,FEET,,,593787
6517,HANDS/FISTS,,,593787
6518,HANDS/FISTS,,,593787
6519,OTHER (SPECIFY),,,593787
6520,BLUNT INSTRUMENT,,,594064
6521,"MOUTH (SPIT,BITE,ETC)",,,594064
6522,HANDS/FISTS,,,594083
6523,HANDS/FISTS,,,594419
6524,HANDS/FISTS,,,594435
6525,HANDS/FISTS,,,594435
6526,FEET,,,594435
6527,HANDS/FISTS,,,594435
6528,"MOUTH (SPIT,BITE,ETC)",,,594435
6529,HANDS/FISTS,,,594435
6530,OTHER (SPECIFY),,BOTTLE,594901
6531,HANDS/FISTS,,,594901
6532,HANDS/FISTS,,,594901
6533,FEET,,,594901
6534,HANDS/FISTS,,,594901
6535,"MOUTH (SPIT,BITE,ETC)",,,594901
6536,HANDS/FISTS,,,594901
6537,HANDS/FISTS,,,595381
6538,HANDS/FISTS,,,595381
6539,FEET,,,595381
6540,HANDS/FISTS,,,595381
6541,FEET,,,595412
6542,HANDS/FISTS,,,595412
6543,HANDS/FISTS,,,595412
6544,HANDS/FISTS,,,595412
6545,HANDS/FISTS,,,595412
6546,HANDS/FISTS,,,595535
6547,HANDS/FISTS,,,595566
6548,HANDS/FISTS,,,595566
6549,"MOUTH (SPIT,BITE,ETC)",,,595566
6550,HANDS/FISTS,,,595582
6551,FEET,,,595582
6552,"MOUTH (SPIT,BITE,ETC)",,,595582
6553,HANDS/FISTS,,,595582
6554,HANDS/FISTS,,,595582
6555,"MOUTH (SPIT,BITE,ETC)",,,595622
6556,FIREARM - REVOLVER,,,595623
6557,HANDS/FISTS,,,595623
6558,HANDS/FISTS,,,595678
6559,HANDS/FISTS,,,595752
6560,HANDS/FISTS,,,595752
6561,HANDS/FISTS,,,595764
6562,"MOUTH (SPIT,BITE,ETC)",,,595764
6563,HANDS/FISTS,,,595764
6564,OTHER (SPECIFY),,GLASS BOTTLE,595771
6565,OTHER (SPECIFY),,GLASS BOTTLE,595815
6566,FEET,,,595822
6567,HANDS/FISTS,,,595822
6568,FEET,,,595852
6569,HANDS/FISTS,,,596287
6570,HANDS/FISTS,,,596287
6571,FIREARM - SEMI-AUTOMATIC,,,596437
6572,KNIFE/OTHER CUTTING INSTRUMENT,,,597295
6573,HANDS/FISTS,,,597533
6574,"MOUTH (SPIT,BITE,ETC)",,,597598
6575,FIREARM - SEMI-AUTOMATIC,,,597731
6576,HANDS/FISTS,,,598215
6577,FEET,,,598215
6578,FIREARM - SEMI-AUTOMATIC,,,598263
6579,HANDS/FISTS,,,598281
6580,FEET,,,598281
6581,HANDS/FISTS,,,598281
6582,HANDS/FISTS,,,598281
6583,HANDS/FISTS,,,598297
6584,HANDS/FISTS,,,598333
6585,HANDS/FISTS,,,598333
6586,FEET,,,598333
6587,HANDS/FISTS,,,598333
6588,HANDS/FISTS,,,598333
6589,HANDS/FISTS,,,598335
6590,FEET,,,598335
6591,HANDS/FISTS,,,598335
6592,HANDS/FISTS,,,598335
6593,HANDS/FISTS,,,598335
6594,HANDS/FISTS,,,598374
6595,HANDS/FISTS,,,598374
6596,HANDS/FISTS,,,598374
6597,FEET,,,598374
6598,HANDS/FISTS,,,598374
6599,HANDS/FISTS,,,598377
6600,KNIFE/OTHER CUTTING INSTRUMENT,,,598638
6601,HANDS/FISTS,,,598843
6602,HANDS/FISTS,,,598843
6603,FEET,,,599176
6604,HANDS/FISTS,,,599349
6605,HANDS/FISTS,,,599349
6606,HANDS/FISTS,,,599349
6607,HANDS/FISTS,,,599430
6608,HANDS/FISTS,,,599430
6609,HANDS/FISTS,,,599430
6610,KNIFE/OTHER CUTTING INSTRUMENT,,,599653
6611,HANDS/FISTS,,,599653
6612,HANDS/FISTS,,,599653
6613,KNIFE/OTHER CUTTING INSTRUMENT,,,599671
6614,HANDS/FISTS,,,599671
6615,HANDS/FISTS,,,599671
6616,KNIFE/OTHER CUTTING INSTRUMENT,,,599684
6617,HANDS/FISTS,,,599684
6618,HANDS/FISTS,,,599684
6619,HANDS/FISTS,,,599947
6620,HANDS/FISTS,,,599956
6621,HANDS/FISTS,,,599956
6622,HANDS/FISTS,,,600128
6623,FEET,,,600128
6624,HANDS/FISTS,,,600128
6625,HANDS/FISTS,,,600128
6626,HANDS/FISTS,,,600128
6627,HANDS/FISTS,,,600350
6628,OTHER (SPECIFY),,,600350
6629,HANDS/FISTS,,,600369
6630,HANDS/FISTS,,,600369
6631,HANDS/FISTS,,,600369
6632,HANDS/FISTS,,,600369
6633,HANDS/FISTS,,,600377
6634,"MOUTH (SPIT,BITE,ETC)",,,600399
6635,FEET,,,600399
6636,"MOUTH (SPIT,BITE,ETC)",,,600406
6637,HANDS/FISTS,,,600406
6638,HANDS/FISTS,,,600440
6639,HANDS/FISTS,,,600466
6640,HANDS/FISTS,,,600606
6641,HANDS/FISTS,,,600606
6642,FEET,,,600607
6643,"MOUTH (SPIT,BITE,ETC)",,,600607
6644,HANDS/FISTS,,,600607
6645,HANDS/FISTS,,,600607
